date,city,district,temperature,wind_speed,precipitation_mm,storm_flag
2024-09-08,Ankara,Polatlı,17.52,18.96,5.31,0
2024-09-08,Konya,Selçuklu,14.61,7.82,2.82,0
2024-09-08,Konya,Meram,13.52,18.99,0.94,0
2024-09-08,Konya,Karatay,-1.61,5.81,0.39,0
2024-09-08,Konya,Ereğli,24.14,9.69,1.14,0
2024-09-08,Konya,Akşehir,21.17,9.83,11.21,0
2024-09-08,Konya,Beyşehir,18.19,16.57,7.01,0
2024-09-08,Konya,Cihanbeyli,19.76,21.29,2.96,0
2024-09-08,Konya,Ilgın,16.79,17.9,3.58,0
2024-09-08,Konya,Seydişehir,7.72,12.87,4.02,0
2024-09-08,Konya,Kulu,8.4,11.0,0.74,0
2024-09-08,Kayseri,Melikgazi,21.16,15.56,1.49,0
2024-09-08,Kayseri,Kocasinan,22.05,16.87,1.1,0
2024-09-08,Kayseri,Talas,7.33,21.92,2.57,0
2024-09-08,Kayseri,Develi,15.06,9.12,0.84,0
2024-09-08,Kayseri,Yahyalı,6.78,25.56,0.92,0
2024-09-08,Kayseri,Bünyan,10.65,10.57,3.82,0
2024-09-08,Kayseri,İncesu,19.2,9.73,1.66,0
2024-09-08,Kayseri,Pınarbaşı,16.39,19.29,0.51,0
2024-09-08,Kayseri,Yeşilhisar,20.26,17.32,1.0,0
2024-09-08,Kayseri,Tomarza,4.34,16.92,0.21,0
2024-09-08,Eskişehir,Odunpazarı,23.73,10.51,1.53,0
2024-09-08,Eskişehir,Tepebaşı,4.66,6.69,1.54,0
2024-09-08,Eskişehir,Sivrihisar,20.81,4.58,0.16,0
2024-09-08,Eskişehir,Çifteler,12.12,16.71,2.51,0
2024-09-08,Eskişehir,Alpu,24.04,12.34,4.37,0
2024-09-08,Eskişehir,Beylikova,18.76,7.72,0.53,0
2024-09-08,Eskişehir,İnönü,12.11,10.43,0.35,0
2024-09-08,Eskişehir,Mihalıççık,19.98,13.65,0.77,0
2024-09-08,Eskişehir,Seyitgazi,1.15,20.55,1.02,0
2024-09-08,Eskişehir,Mahmudiye,24.84,26.05,1.11,0
2024-09-08,Sivas,Merkez,19.59,17.74,2.31,0
2024-09-08,Sivas,Şarkışla,26.13,7.1,0.24,0
2024-09-08,Sivas,Suşehri,16.51,23.56,7.85,0
2024-09-08,Sivas,Yıldızeli,9.0,16.37,1.62,0
2024-09-08,Sivas,Zara,1.09,14.2,8.65,0
2024-09-08,Sivas,Kangal,19.35,8.7,7.27,0
2024-09-08,Sivas,Gemerek,6.53,16.1,4.26,0
2024-09-08,Sivas,Divriği,17.18,18.08,0.87,0
2024-09-08,Sivas,Gürün,17.85,6.91,1.65,0
2024-09-08,Sivas,Hafik,10.51,15.95,0.37,0
2024-09-09,Ankara,Çankaya,6.99,9.45,2.41,0
2024-09-09,Ankara,Keçiören,23.66,7.76,3.66,0
2024-09-09,Ankara,Mamak,18.31,21.49,5.99,0
2024-09-09,Ankara,Yenimahalle,11.8,4.44,0.22,0
2024-09-09,Ankara,Etimesgut,17.7,0.0,2.39,0
2024-09-09,Ankara,Sincan,7.26,12.01,3.56,0
2024-09-09,Ankara,Altındağ,7.67,21.1,0.12,0
2024-09-09,Ankara,Gölbaşı,18.39,8.39,11.55,0
2024-09-09,Ankara,Pursaklar,21.26,10.41,5.05,0
2024-09-09,Ankara,Polatlı,18.2,13.77,1.93,0
2024-09-09,Konya,Selçuklu,17.85,12.08,0.48,0
2024-09-09,Konya,Meram,9.74,24.36,8.94,0
2024-09-09,Konya,Karatay,12.84,6.52,2.55,0
2024-09-09,Konya,Ereğli,9.87,0.15,0.73,0
2024-09-09,Konya,Akşehir,16.84,25.1,0.69,0
2024-09-09,Konya,Beyşehir,22.73,13.83,1.47,0
2024-09-09,Konya,Cihanbeyli,10.9,20.71,6.69,0
2024-09-09,Konya,Ilgın,8.41,26.12,2.08,0
2024-09-09,Konya,Seydişehir,20.38,13.43,1.53,0
2024-09-09,Konya,Kulu,16.29,8.73,2.44,0
2024-09-09,Kayseri,Melikgazi,3.0,9.38,1.69,0
2024-09-09,Kayseri,Kocasinan,4.74,13.87,1.15,0
2024-09-09,Kayseri,Talas,5.08,6.45,0.82,0
2024-09-09,Kayseri,Develi,19.53,9.1,0.87,0
2024-09-09,Kayseri,Yahyalı,9.56,22.56,4.05,0
2024-09-09,Kayseri,Bünyan,13.15,12.2,2.85,0
2024-09-09,Kayseri,İncesu,13.03,10.98,6.63,0
2024-09-09,Kayseri,Pınarbaşı,11.58,20.58,7.73,0
2024-09-09,Kayseri,Yeşilhisar,10.51,14.71,3.04,0
2024-09-09,Kayseri,Tomarza,29.37,21.38,12.83,0
2024-09-09,Eskişehir,Odunpazarı,17.57,8.3,1.53,0
2024-09-09,Eskişehir,Tepebaşı,20.56,7.44,2.76,0
2024-09-09,Eskişehir,Sivrihisar,3.72,18.0,1.89,0
2024-09-09,Eskişehir,Çifteler,6.88,8.87,2.01,0
2024-09-09,Eskişehir,Alpu,21.0,24.46,7.72,0
2024-09-09,Eskişehir,Beylikova,9.47,5.28,2.75,0
2024-09-09,Eskişehir,İnönü,8.39,8.96,4.58,0
2024-09-09,Eskişehir,Mihalıççık,12.55,18.16,0.27,0
2024-09-09,Eskişehir,Seyitgazi,11.76,11.05,0.68,0
2024-09-09,Eskişehir,Mahmudiye,14.28,4.5,0.96,0
2024-09-09,Sivas,Merkez,3.27,18.5,4.21,0
2024-09-09,Sivas,Şarkışla,14.29,17.35,0.13,0
2024-09-09,Sivas,Suşehri,12.76,12.54,1.06,0
2024-09-09,Sivas,Yıldızeli,16.72,27.19,0.7,0
2024-09-09,Sivas,Zara,12.02,16.16,0.65,0
2024-09-09,Sivas,Kangal,8.81,17.6,2.84,0
2024-09-09,Sivas,Gemerek,15.45,6.58,1.37,0
2024-09-09,Sivas,Divriği,11.45,7.97,1.09,0
2024-09-09,Sivas,Gürün,19.5,11.28,1.0,0
2024-09-09,Sivas,Hafik,12.34,19.9,3.11,0
2024-09-10,Ankara,Çankaya,23.84,15.05,0.42,0
2024-09-10,Ankara,Keçiören,22.49,17.78,3.58,0
2024-09-10,Ankara,Mamak,13.05,1.2,0.93,0
2024-09-10,Ankara,Yenimahalle,9.47,10.75,4.19,0
2024-09-10,Ankara,Etimesgut,12.33,10.6,1.78,0
2024-09-10,Ankara,Sincan,9.04,16.32,8.89,0
2024-09-10,Ankara,Altındağ,14.82,8.15,0.45,0
2024-09-10,Ankara,Gölbaşı,6.59,17.16,3.68,0
2024-09-10,Ankara,Pursaklar,20.69,25.44,4.36,0
2024-09-10,Ankara,Polatlı,4.43,14.01,2.42,0
2024-09-10,Konya,Selçuklu,15.67,17.01,2.48,0
2024-09-10,Konya,Meram,15.16,18.47,14.04,0
2024-09-10,Konya,Karatay,15.8,6.66,0.6,0
2024-09-10,Konya,Ereğli,7.42,12.93,0.63,0
2024-09-10,Konya,Akşehir,11.07,7.69,0.36,0
2024-09-10,Konya,Beyşehir,11.57,17.8,1.35,0
2024-09-10,Konya,Cihanbeyli,13.21,20.87,0.38,0
2024-09-10,Konya,Ilgın,16.42,8.71,4.4,0
2024-09-10,Konya,Seydişehir,13.23,17.35,0.97,0
2024-09-10,Konya,Kulu,16.21,12.24,0.81,0
2024-09-10,Kayseri,Melikgazi,19.68,13.79,3.49,0
2024-09-10,Kayseri,Kocasinan,16.58,22.65,3.19,0
2024-09-10,Kayseri,Talas,17.14,15.49,1.04,0
2024-09-10,Kayseri,Develi,10.62,11.18,6.65,0
2024-09-10,Kayseri,Yahyalı,14.67,13.72,0.54,0
2024-09-10,Kayseri,Bünyan,17.24,15.56,4.16,0
2024-09-10,Kayseri,İncesu,15.77,14.1,0.18,0
2024-09-10,Kayseri,Pınarbaşı,13.75,20.34,1.52,0
2024-09-10,Kayseri,Yeşilhisar,9.35,10.81,1.65,0
2024-09-10,Kayseri,Tomarza,15.27,14.69,3.69,0
2024-09-10,Eskişehir,Odunpazarı,17.8,19.91,1.0,0
2024-09-10,Eskişehir,Tepebaşı,12.23,10.37,4.59,0
2024-09-10,Eskişehir,Sivrihisar,12.48,25.17,0.07,0
2024-09-10,Eskişehir,Çifteler,20.47,8.42,1.8,0
2024-09-10,Eskişehir,Alpu,4.06,10.21,2.33,0
2024-09-10,Eskişehir,Beylikova,14.88,11.01,1.0,0
2024-09-10,Eskişehir,İnönü,29.84,15.48,0.56,0
2024-09-10,Eskişehir,Mihalıççık,14.2,23.03,12.07,0
2024-09-10,Eskişehir,Seyitgazi,21.71,20.52,2.18,0
2024-09-10,Eskişehir,Mahmudiye,14.57,16.42,1.35,0
2024-09-10,Sivas,Merkez,15.49,19.25,1.09,0
2024-09-10,Sivas,Şarkışla,19.8,22.78,0.91,0
2024-09-10,Sivas,Suşehri,10.11,4.54,0.19,0
2024-09-10,Sivas,Yıldızeli,18.23,7.27,3.22,0
2024-09-10,Sivas,Zara,10.58,22.39,5.17,0
2024-09-10,Sivas,Kangal,1.59,23.61,4.16,0
2024-09-10,Sivas,Gemerek,18.43,11.56,1.93,0
2024-09-10,Sivas,Divriği,14.69,14.41,6.87,0
2024-09-10,Sivas,Gürün,20.76,23.15,1.37,0
2024-09-10,Sivas,Hafik,14.58,17.45,1.73,0
2024-09-11,Ankara,Çankaya,10.72,19.6,0.86,0
2024-09-11,Ankara,Keçiören,12.3,16.0,4.33,0
2024-09-11,Ankara,Mamak,19.14,27.25,0.65,0
2024-09-11,Ankara,Yenimahalle,18.69,17.47,1.65,0
2024-09-11,Ankara,Etimesgut,6.55,10.31,3.51,0
2024-09-11,Ankara,Sincan,7.88,17.38,3.96,0
2024-09-11,Ankara,Altındağ,18.22,16.49,11.92,0
2024-09-11,Ankara,Gölbaşı,11.12,6.11,8.47,0
2024-09-11,Ankara,Pursaklar,15.32,8.56,1.77,0
2024-09-11,Ankara,Polatlı,5.28,20.12,6.51,0
2024-09-11,Konya,Selçuklu,20.07,6.21,1.71,0
2024-09-11,Konya,Meram,10.19,10.39,7.84,0
2024-09-11,Konya,Karatay,27.32,21.25,3.82,0
2024-09-11,Konya,Ereğli,16.35,11.35,0.45,0
2024-09-11,Konya,Akşehir,11.18,16.56,4.47,0
2024-09-11,Konya,Beyşehir,9.1,23.35,1.11,0
2024-09-11,Konya,Cihanbeyli,14.55,7.81,0.67,0
2024-09-11,Konya,Ilgın,17.6,8.56,11.95,0
2024-09-11,Konya,Seydişehir,9.5,27.55,0.87,0
2024-09-11,Konya,Kulu,14.06,12.59,2.02,0
2024-09-11,Kayseri,Melikgazi,18.05,16.05,3.95,0
2024-09-11,Kayseri,Kocasinan,16.94,11.34,2.18,0
2024-09-11,Kayseri,Talas,30.0,7.63,0.02,0
2024-09-11,Kayseri,Develi,15.27,9.46,0.48,0
2024-09-11,Kayseri,Yahyalı,2.53,17.9,5.95,0
2024-09-11,Kayseri,Bünyan,21.77,17.1,0.35,0
2024-09-11,Kayseri,İncesu,17.83,15.2,1.94,0
2024-09-11,Kayseri,Pınarbaşı,15.7,5.85,3.07,0
2024-09-11,Kayseri,Yeşilhisar,15.82,23.36,0.61,0
2024-09-11,Kayseri,Tomarza,19.89,10.4,1.07,0
2024-09-11,Eskişehir,Odunpazarı,19.79,11.53,5.16,0
2024-09-11,Eskişehir,Tepebaşı,14.35,19.58,0.91,0
2024-09-11,Eskişehir,Sivrihisar,18.72,12.15,0.98,0
2024-09-11,Eskişehir,Çifteler,25.52,14.53,0.59,0
2024-09-11,Eskişehir,Alpu,10.49,6.19,2.65,0
2024-09-11,Eskişehir,Beylikova,16.16,21.91,0.36,0
2024-09-11,Eskişehir,İnönü,8.66,13.09,0.23,0
2024-09-11,Eskişehir,Mihalıççık,18.18,14.62,4.54,0
2024-09-11,Eskişehir,Seyitgazi,19.45,19.38,5.69,0
2024-09-11,Eskişehir,Mahmudiye,19.06,22.09,1.13,0
2024-09-11,Sivas,Merkez,14.45,8.39,6.47,0
2024-09-11,Sivas,Şarkışla,7.42,16.0,2.62,0
2024-09-11,Sivas,Suşehri,19.55,13.64,0.44,0
2024-09-11,Sivas,Yıldızeli,20.96,20.96,10.27,0
2024-09-11,Sivas,Zara,21.28,15.1,0.06,0
2024-09-11,Sivas,Kangal,12.95,8.97,2.41,0
2024-09-11,Sivas,Gemerek,6.59,12.56,2.22,0
2024-09-11,Sivas,Divriği,20.77,29.74,0.24,0
2024-09-11,Sivas,Gürün,15.93,18.31,0.77,0
2024-09-11,Sivas,Hafik,8.26,20.93,1.76,0
2024-09-12,Ankara,Çankaya,19.86,11.97,12.78,0
2024-09-12,Ankara,Keçiören,17.66,5.69,0.48,0
2024-09-12,Ankara,Mamak,12.78,21.57,2.36,0
2024-09-12,Ankara,Yenimahalle,20.45,13.4,0.09,0
2024-09-12,Ankara,Etimesgut,20.13,21.73,2.62,0
2024-09-12,Ankara,Sincan,13.49,13.73,2.92,0
2024-09-12,Ankara,Altındağ,7.72,12.74,2.36,0
2024-09-12,Ankara,Gölbaşı,18.89,20.66,0.96,0
2024-09-12,Ankara,Pursaklar,17.04,11.5,0.98,0
2024-09-12,Ankara,Polatlı,15.33,11.8,0.71,0
2024-09-12,Konya,Selçuklu,14.02,14.94,1.43,0
2024-09-12,Konya,Meram,20.03,7.45,1.99,0
2024-09-12,Konya,Karatay,13.77,22.66,0.01,0
2024-09-12,Konya,Ereğli,25.26,5.92,5.88,0
2024-09-12,Konya,Akşehir,8.93,8.18,0.64,0
2024-09-12,Konya,Beyşehir,12.34,20.75,0.17,0
2024-09-12,Konya,Cihanbeyli,14.02,19.4,6.19,0
2024-09-12,Konya,Ilgın,17.4,16.26,0.85,0
2024-09-12,Konya,Seydişehir,17.64,3.96,1.35,0
2024-09-12,Konya,Kulu,10.98,14.08,8.9,0
2024-09-12,Kayseri,Melikgazi,9.63,16.78,0.28,0
2024-09-12,Kayseri,Kocasinan,9.91,8.47,1.73,0
2024-09-12,Kayseri,Talas,8.29,0.0,2.39,0
2024-09-12,Kayseri,Develi,11.99,11.78,5.28,0
2024-09-12,Kayseri,Yahyalı,11.66,15.02,8.11,0
2024-09-12,Kayseri,Bünyan,9.99,16.78,8.7,0
2024-09-12,Kayseri,İncesu,21.14,12.78,1.35,0
2024-09-12,Kayseri,Pınarbaşı,3.22,15.94,2.68,0
2024-09-12,Kayseri,Yeşilhisar,8.56,9.77,0.21,0
2024-09-12,Kayseri,Tomarza,14.1,11.96,3.33,0
2024-09-12,Eskişehir,Odunpazarı,11.06,8.23,5.89,0
2024-09-12,Eskişehir,Tepebaşı,18.99,15.32,6.05,0
2024-09-12,Eskişehir,Sivrihisar,25.23,28.4,3.12,0
2024-09-12,Eskişehir,Çifteler,16.7,19.51,1.39,0
2024-09-12,Eskişehir,Alpu,16.29,12.27,0.34,0
2024-09-12,Eskişehir,Beylikova,16.3,24.55,1.22,0
2024-09-12,Eskişehir,İnönü,23.05,17.34,7.08,0
2024-09-12,Eskişehir,Mihalıççık,17.14,18.25,0.1,0
2024-09-12,Eskişehir,Seyitgazi,24.33,16.83,7.11,0
2024-09-12,Eskişehir,Mahmudiye,23.27,15.98,3.05,0
2024-09-12,Sivas,Merkez,10.46,11.12,3.47,0
2024-09-12,Sivas,Şarkışla,10.42,9.22,2.58,0
2024-09-12,Sivas,Suşehri,17.35,22.23,5.41,0
2024-09-12,Sivas,Yıldızeli,10.91,9.23,2.53,0
2024-09-12,Sivas,Zara,15.91,21.63,0.03,0
2024-09-12,Sivas,Kangal,20.99,17.38,0.81,0
2024-09-12,Sivas,Gemerek,15.16,9.95,0.11,0
2024-09-12,Sivas,Divriği,13.27,13.7,0.64,0
2024-09-12,Sivas,Gürün,9.67,12.47,0.3,0
2024-09-12,Sivas,Hafik,20.72,17.44,0.35,0
2024-09-13,Ankara,Çankaya,18.19,7.14,0.95,0
2024-09-13,Ankara,Keçiören,22.52,13.47,0.37,0
2024-09-13,Ankara,Mamak,18.42,14.92,0.15,0
2024-09-13,Ankara,Yenimahalle,15.51,9.87,8.05,0
2024-09-13,Ankara,Etimesgut,10.95,7.3,0.26,0
2024-09-13,Ankara,Sincan,12.45,13.23,1.23,0
2024-09-13,Ankara,Altındağ,17.51,14.29,4.26,0
2024-09-13,Ankara,Gölbaşı,11.8,17.79,0.23,0
2024-09-13,Ankara,Pursaklar,18.01,28.68,1.82,0
2024-09-13,Ankara,Polatlı,14.91,8.05,0.41,0
2024-09-13,Konya,Selçuklu,10.96,13.28,4.86,0
2024-09-13,Konya,Meram,17.4,17.45,10.12,0
2024-09-13,Konya,Karatay,15.93,11.06,4.73,0
2024-09-13,Konya,Ereğli,16.37,7.95,1.25,0
2024-09-13,Konya,Akşehir,20.04,13.22,1.93,0
2024-09-13,Konya,Beyşehir,21.91,19.03,3.01,0
2024-09-13,Konya,Cihanbeyli,4.55,12.17,0.84,0
2024-09-13,Konya,Ilgın,19.6,22.44,2.2,0
2024-09-13,Konya,Seydişehir,22.15,17.97,3.45,0
2024-09-13,Konya,Kulu,13.33,9.19,0.77,0
2024-09-13,Kayseri,Melikgazi,10.74,14.37,3.59,0
2024-09-13,Kayseri,Kocasinan,13.15,10.82,3.82,0
2024-09-13,Kayseri,Talas,15.89,11.5,6.46,0
2024-09-13,Kayseri,Develi,23.92,18.93,3.93,0
2024-09-13,Kayseri,Yahyalı,17.48,5.48,0.92,0
2024-09-13,Kayseri,Bünyan,10.52,10.35,2.2,0
2024-09-13,Kayseri,İncesu,17.03,15.59,1.4,0
2024-09-13,Kayseri,Pınarbaşı,23.84,8.0,3.79,0
2024-09-13,Kayseri,Yeşilhisar,9.9,7.79,1.91,0
2024-09-13,Kayseri,Tomarza,25.7,11.11,1.76,0
2024-09-13,Eskişehir,Odunpazarı,13.85,15.7,0.13,0
2024-09-13,Eskişehir,Tepebaşı,20.41,20.81,2.29,0
2024-09-13,Eskişehir,Sivrihisar,18.01,14.01,0.32,0
2024-09-13,Eskişehir,Çifteler,31.94,16.69,0.06,0
2024-09-13,Eskişehir,Alpu,23.29,11.42,1.59,0
2024-09-13,Eskişehir,Beylikova,17.01,19.22,3.63,0
2024-09-13,Eskişehir,İnönü,18.66,19.87,3.46,0
2024-09-13,Eskişehir,Mihalıççık,17.86,25.07,2.09,0
2024-09-13,Eskişehir,Seyitgazi,17.8,11.35,0.94,0
2024-09-13,Eskişehir,Mahmudiye,5.19,15.4,2.98,0
2024-09-13,Sivas,Merkez,21.73,25.88,1.68,0
2024-09-13,Sivas,Şarkışla,11.48,7.17,1.3,0
2024-09-13,Sivas,Suşehri,14.36,17.81,2.21,0
2024-09-13,Sivas,Yıldızeli,15.21,18.91,0.72,0
2024-09-13,Sivas,Zara,6.04,5.44,3.14,0
2024-09-13,Sivas,Kangal,21.26,8.46,5.5,0
2024-09-13,Sivas,Gemerek,9.82,11.67,2.54,0
2024-09-13,Sivas,Divriği,18.18,0.97,2.51,0
2024-09-13,Sivas,Gürün,19.39,13.05,1.28,0
2024-09-13,Sivas,Hafik,19.13,11.94,0.37,0
2024-09-14,Ankara,Çankaya,12.21,11.69,1.92,0
2024-09-14,Ankara,Keçiören,15.78,11.06,1.51,0
2024-09-14,Ankara,Mamak,6.81,19.32,5.9,0
2024-09-14,Ankara,Yenimahalle,19.88,5.86,7.26,0
2024-09-14,Ankara,Etimesgut,8.2,12.01,0.18,0
2024-09-14,Ankara,Sincan,16.41,16.97,1.05,0
2024-09-14,Ankara,Altındağ,0.04,12.5,2.16,0
2024-09-14,Ankara,Gölbaşı,13.08,10.05,2.54,0
2024-09-14,Ankara,Pursaklar,29.12,15.21,0.52,0
2024-09-14,Ankara,Polatlı,8.45,9.83,2.13,0
2024-09-14,Konya,Selçuklu,14.72,19.83,3.71,0
2024-09-14,Konya,Meram,28.4,12.9,1.01,0
2024-09-14,Konya,Karatay,20.29,20.18,1.37,0
2024-09-14,Konya,Ereğli,10.83,12.7,3.8,0
2024-09-14,Konya,Akşehir,22.39,6.63,1.06,0
2024-09-14,Konya,Beyşehir,16.47,15.12,4.54,0
2024-09-14,Konya,Cihanbeyli,9.87,13.81,1.16,0
2024-09-14,Konya,Ilgın,18.12,13.49,2.08,0
2024-09-14,Konya,Seydişehir,22.29,17.64,2.1,0
2024-09-14,Konya,Kulu,6.29,17.37,0.15,0
2024-09-14,Kayseri,Melikgazi,19.43,16.81,1.33,0
2024-09-14,Kayseri,Kocasinan,3.83,16.84,1.5,0
2024-09-14,Kayseri,Talas,18.98,9.54,1.69,0
2024-09-14,Kayseri,Develi,11.8,14.33,2.43,0
2024-09-14,Kayseri,Yahyalı,12.07,6.52,1.33,0
2024-09-14,Kayseri,Bünyan,5.95,12.3,4.74,0
2024-09-14,Kayseri,İncesu,26.6,6.54,2.38,0
2024-09-14,Kayseri,Pınarbaşı,21.9,26.45,4.32,0
2024-09-14,Kayseri,Yeşilhisar,12.97,21.66,2.53,0
2024-09-14,Kayseri,Tomarza,20.64,13.72,2.62,0
2024-09-14,Eskişehir,Odunpazarı,9.42,16.76,1.51,0
2024-09-14,Eskişehir,Tepebaşı,23.1,11.16,0.37,0
2024-09-14,Eskişehir,Sivrihisar,20.22,14.5,5.57,0
2024-09-14,Eskişehir,Çifteler,12.84,20.1,7.08,0
2024-09-14,Eskişehir,Alpu,17.43,16.11,6.73,0
2024-09-14,Eskişehir,Beylikova,17.31,9.49,2.07,0
2024-09-14,Eskişehir,İnönü,22.24,7.23,0.16,0
2024-09-14,Eskişehir,Mihalıççık,14.18,11.45,0.54,0
2024-09-14,Eskişehir,Seyitgazi,15.59,14.29,2.71,0
2024-09-14,Eskişehir,Mahmudiye,23.09,14.31,2.65,0
2024-09-14,Sivas,Merkez,18.31,11.41,8.34,0
2024-09-14,Sivas,Şarkışla,9.67,9.98,1.03,0
2024-09-14,Sivas,Suşehri,16.16,17.74,3.61,0
2024-09-14,Sivas,Yıldızeli,8.4,23.08,2.5,0
2024-09-14,Sivas,Zara,17.43,16.64,0.21,0
2024-09-14,Sivas,Kangal,1.1,8.94,3.49,0
2024-09-14,Sivas,Gemerek,1.84,14.12,3.06,0
2024-09-14,Sivas,Divriği,4.92,12.91,5.53,0
2024-09-14,Sivas,Gürün,13.82,12.75,1.93,0
2024-09-14,Sivas,Hafik,9.77,26.7,0.57,0
2024-09-15,Ankara,Çankaya,14.86,7.35,2.08,0
2024-09-15,Ankara,Keçiören,8.93,9.74,0.21,0
2024-09-15,Ankara,Mamak,10.17,21.49,0.07,0
2024-09-15,Ankara,Yenimahalle,33.89,18.28,1.4,0
2024-09-15,Ankara,Etimesgut,16.76,11.31,2.92,0
2024-09-15,Ankara,Sincan,5.37,5.5,0.42,0
2024-09-15,Ankara,Altındağ,18.42,22.7,0.22,0
2024-09-15,Ankara,Gölbaşı,19.74,12.57,1.51,0
2024-09-15,Ankara,Pursaklar,21.78,5.75,0.57,0
2024-09-15,Ankara,Polatlı,27.3,15.73,4.83,0
2024-09-15,Konya,Selçuklu,9.47,23.2,3.65,0
2024-09-15,Konya,Meram,14.68,19.69,0.01,0
2024-09-15,Konya,Karatay,12.71,9.55,1.2,0
2024-09-15,Konya,Ereğli,12.21,21.54,0.13,0
2024-09-15,Konya,Akşehir,23.55,20.79,4.21,0
2024-09-15,Konya,Beyşehir,10.34,12.86,2.01,0
2024-09-15,Konya,Cihanbeyli,12.14,22.24,1.86,0
2024-09-15,Konya,Ilgın,8.88,24.07,0.13,0
2024-09-15,Konya,Seydişehir,10.43,10.3,9.47,0
2024-09-15,Konya,Kulu,12.99,23.95,0.16,0
2024-09-15,Kayseri,Melikgazi,15.72,13.11,7.27,0
2024-09-15,Kayseri,Kocasinan,7.35,10.81,0.27,0
2024-09-15,Kayseri,Talas,13.94,23.26,4.47,0
2024-09-15,Kayseri,Develi,19.27,7.45,0.31,0
2024-09-15,Kayseri,Yahyalı,18.28,20.51,0.45,0
2024-09-15,Kayseri,Bünyan,23.17,10.43,0.84,0
2024-09-15,Kayseri,İncesu,27.49,19.01,2.65,0
2024-09-15,Kayseri,Pınarbaşı,10.5,5.93,0.37,0
2024-09-15,Kayseri,Yeşilhisar,16.12,16.13,0.12,0
2024-09-15,Kayseri,Tomarza,2.93,17.8,4.22,0
2024-09-15,Eskişehir,Odunpazarı,22.53,5.84,0.45,0
2024-09-15,Eskişehir,Tepebaşı,4.38,17.03,0.45,0
2024-09-15,Eskişehir,Sivrihisar,24.12,21.85,10.24,0
2024-09-15,Eskişehir,Çifteler,16.15,26.42,6.09,0
2024-09-15,Eskişehir,Alpu,16.13,21.6,1.79,0
2024-09-15,Eskişehir,Beylikova,15.92,17.47,3.13,0
2024-09-15,Eskişehir,İnönü,16.45,11.25,0.77,0
2024-09-15,Eskişehir,Mihalıççık,10.17,24.0,1.41,0
2024-09-15,Eskişehir,Seyitgazi,9.29,11.55,1.37,0
2024-09-15,Eskişehir,Mahmudiye,16.41,10.8,1.16,0
2024-09-15,Sivas,Merkez,11.01,23.36,8.59,0
2024-09-15,Sivas,Şarkışla,13.72,14.55,1.0,0
2024-09-15,Sivas,Suşehri,8.34,15.18,0.01,0
2024-09-15,Sivas,Yıldızeli,15.29,9.05,2.5,0
2024-09-15,Sivas,Zara,16.62,10.0,2.4,0
2024-09-15,Sivas,Kangal,11.51,0.0,0.83,0
2024-09-15,Sivas,Gemerek,7.82,14.17,2.78,0
2024-09-15,Sivas,Divriği,17.05,8.88,0.96,0
2024-09-15,Sivas,Gürün,10.93,10.25,2.22,0
2024-09-15,Sivas,Hafik,18.28,24.66,1.32,0
2024-09-16,Ankara,Çankaya,24.89,23.33,0.61,0
2024-09-16,Ankara,Keçiören,8.59,17.71,1.68,0
2024-09-16,Ankara,Mamak,9.8,7.33,2.38,0
2024-09-16,Ankara,Yenimahalle,14.3,13.22,0.55,0
2024-09-16,Ankara,Etimesgut,13.25,23.0,1.59,0
2024-09-16,Ankara,Sincan,22.95,19.01,0.01,0
2024-09-16,Ankara,Altındağ,17.02,8.95,0.01,0
2024-09-16,Ankara,Gölbaşı,14.85,13.69,4.68,0
2024-09-16,Ankara,Pursaklar,10.73,26.01,1.44,0
2024-09-16,Ankara,Polatlı,3.44,11.92,5.25,0
2024-09-16,Konya,Selçuklu,11.12,30.39,1.56,0
2024-09-16,Konya,Meram,15.78,15.53,0.39,0
2024-09-16,Konya,Karatay,4.6,10.9,10.83,0
2024-09-16,Konya,Ereğli,10.8,13.18,1.32,0
2024-09-16,Konya,Akşehir,20.52,4.09,0.64,0
2024-09-16,Konya,Beyşehir,9.51,6.16,4.5,0
2024-09-16,Konya,Cihanbeyli,17.63,16.0,1.69,0
2024-09-16,Konya,Ilgın,20.69,9.5,0.02,0
2024-09-16,Konya,Seydişehir,4.54,16.11,0.08,0
2024-09-16,Konya,Kulu,12.1,15.44,1.29,0
2024-09-16,Kayseri,Melikgazi,22.2,8.77,0.22,0
2024-09-16,Kayseri,Kocasinan,17.29,9.27,4.64,0
2024-09-16,Kayseri,Talas,12.81,5.98,2.42,0
2024-09-16,Kayseri,Develi,18.15,21.28,0.25,0
2024-09-16,Kayseri,Yahyalı,21.04,14.67,5.06,0
2024-09-16,Kayseri,Bünyan,14.69,8.2,3.73,0
2024-09-16,Kayseri,İncesu,6.98,6.18,0.6,0
2024-09-16,Kayseri,Pınarbaşı,18.68,3.95,1.4,0
2024-09-16,Kayseri,Yeşilhisar,18.17,10.86,0.16,0
2024-09-16,Kayseri,Tomarza,11.9,18.62,1.71,0
2024-09-16,Eskişehir,Odunpazarı,21.94,2.3,3.97,0
2024-09-16,Eskişehir,Tepebaşı,5.8,28.57,17.1,0
2024-09-16,Eskişehir,Sivrihisar,12.52,21.46,1.62,0
2024-09-16,Eskişehir,Çifteler,19.87,9.15,4.66,0
2024-09-16,Eskişehir,Alpu,15.42,16.97,2.78,0
