outage_id,city,district,feeder,transformer,network_element_type,outage_type,source,started_at,ended_at,duration_min,affected_customer_count,energy_not_supplied_kwh,cause,is_planned,is_force_majeure,storm_flag,wind_speed,precipitation_mm,high_impact
4510,Konya,Ereğli,KON-ERE-FDR-016,KON-ERE-TR-0010,Hücre,unplanned,Mobile,2025-12-30 16:38:02,2025-12-30 17:31:02,53,2805,4072.19,Ağaç teması,0,0,0,17.29,9.54,1
4511,Konya,Meram,KON-MER-FDR-031,KON-MER-TR-0056,Hücre,unplanned,OMS,2025-08-11 00:33:06,2025-08-11 01:42:06,69,1647,1404.35,Bakım çalışması,0,0,0,7.61,0.83,1
4512,Sivas,Suşehri,SIV-SUS-FDR-036,SIV-SUS-TR-0247,Trafo,planned,CRM,2025-10-07 17:48:04,2025-10-08 02:55:04,547,300,2542.83,Kablo arızası,1,0,0,6.2,3.89,1
4513,Konya,Selçuklu,KON-SEL-FDR-009,KON-SEL-TR-0489,Kesici,unplanned,CRM,2024-06-09 18:37:34,2024-06-09 22:01:34,204,431,1340.8,Hava muhalefeti,0,0,0,12.17,2.71,1
4514,Kayseri,Yahyalı,KAY-YAH-FDR-022,KAY-YAH-TR-0152,Kablo,unplanned,SCADA,2025-06-07 12:50:21,2025-06-07 12:55:21,5,250,21.51,Ekipman arızası,0,0,0,18.5,1.43,0
4515,Sivas,Merkez,SIV-MER-FDR-037,SIV-MER-TR-0434,Fider,unplanned,OMS,2026-02-27 00:47:59,2026-02-27 03:23:59,156,1846,7265.53,Ekipman arızası,0,0,0,1.87,2.79,1
4516,Eskişehir,İnönü,ESK-INÖ-FDR-031,ESK-INÖ-TR-0070,Ayırıcı,planned,Manual,2025-12-12 20:42:38,2025-12-12 23:25:38,163,588,2258.37,Bakım çalışması,1,0,0,20.2,1.14,1
4517,Kayseri,İncesu,KAY-INC-FDR-013,KAY-INC-TR-0409,Dağıtım Merkezi,unplanned,OSOS,2024-05-31 07:12:46,2024-05-31 08:30:46,78,1853,4286.97,Aşırı yüklenme,0,0,0,11.36,3.72,1
4518,Kayseri,Develi,KAY-DEV-FDR-002,KAY-DEV-TR-0016,Ayırıcı,unplanned,OMS,2026-03-28 08:21:54,2026-03-28 09:35:54,74,68,70.62,Bakım çalışması,0,0,0,22.26,3.13,0
4519,Sivas,Şarkışla,SIV-SAR-FDR-040,SIV-SAR-TR-0158,Ayırıcı,unplanned,CRM,2025-03-28 03:07:09,2025-03-28 03:12:09,5,228,19.79,Ekipman arızası,0,0,0,10.47,0.83,0
4520,Sivas,Yıldızeli,SIV-YIL-FDR-018,SIV-YIL-TR-0055,Hücre,unplanned,OMS,2024-01-28 14:08:44,2024-01-28 18:01:44,233,2145,10030.37,Kablo arızası,0,0,0,30.04,2.57,1
4521,Eskişehir,Mahmudiye,ESK-MAH-FDR-049,ESK-MAH-TR-0199,Kablo,unplanned,CRM,2025-10-03 05:25:34,2025-10-03 05:30:34,5,1230,144.03,Trafo arızası,0,0,0,3.14,3.84,1
4522,Konya,Seydişehir,KON-SEY-FDR-034,KON-SEY-TR-0311,Ayırıcı,unplanned,CRM,2026-02-10 08:00:30,2026-02-10 08:56:30,56,77,34.82,Bilinmeyen,0,0,0,7.07,0.27,0
4523,Eskişehir,Sivrihisar,ESK-SIV-FDR-050,ESK-SIV-TR-0168,Kablo,planned,OSOS,2024-08-13 16:08:15,2024-08-13 21:53:15,345,842,2362.84,Hava muhalefeti,1,0,0,8.23,0.07,1
4524,Eskişehir,Odunpazarı,ESK-ODU-FDR-003,ESK-ODU-TR-0067,Kesici,planned,OSOS,2024-01-07 11:45:04,2024-01-07 15:35:04,230,1558,3109.92,Bakım çalışması,1,0,0,0.0,3.67,1
4525,Konya,Akşehir,KON-AKS-FDR-029,KON-AKS-TR-0437,Kablo,planned,Mobile,2024-03-01 12:16:18,2024-03-01 17:08:18,292,1171,6745.53,Trafo arızası,1,0,0,21.73,3.86,1
4526,Ankara,Mamak,ANK-MAM-FDR-034,ANK-MAM-TR-0289,Trafo,unplanned,OMS,2025-07-12 08:21:44,2025-07-12 10:52:44,151,473,1101.16,Kablo arızası,0,0,0,4.01,1.76,0
4527,Ankara,Etimesgut,ANK-ETI-FDR-022,ANK-ETI-TR-0036,Kesici,planned,Manual,2024-06-07 21:36:34,2024-06-08 00:57:34,201,124,423.2,Bakım çalışması,1,0,0,0.0,0.02,1
4528,Eskişehir,İnönü,ESK-INÖ-FDR-055,ESK-INÖ-TR-0093,Fider,planned,OMS,2025-11-01 02:08:02,2025-11-01 06:01:02,233,1186,7048.77,Bilinmeyen,1,0,0,16.14,2.62,1
4529,Konya,Kulu,KON-KUL-FDR-019,KON-KUL-TR-0395,Hücre,unplanned,Manual,2024-07-16 10:14:54,2024-07-16 13:35:54,201,1586,8951.03,Üçüncü şahıs müdahalesi,0,0,0,3.16,0.48,1
4530,Kayseri,Pınarbaşı,KAY-PIN-FDR-006,KAY-PIN-TR-0168,Dağıtım Merkezi,unplanned,OSOS,2024-02-22 06:23:38,2024-02-22 06:51:38,28,4596,3534.18,Ekipman arızası,0,0,0,4.36,3.19,1
4531,Konya,Ilgın,KON-ILG-FDR-020,KON-ILG-TR-0156,Kablo,unplanned,Manual,2025-08-30 06:06:31,2025-08-30 06:13:31,7,1038,89.88,Kablo arızası,0,0,0,8.55,5.78,1
4532,Konya,Selçuklu,KON-SEL-FDR-010,KON-SEL-TR-0129,Kesici,unplanned,CRM,2024-08-12 20:34:57,2024-08-12 20:45:57,11,3472,475.0,Hava muhalefeti,0,0,0,18.61,0.31,1
4533,Sivas,Gürün,SIV-GÜR-FDR-016,SIV-GÜR-TR-0445,Ayırıcı,unplanned,OMS,2025-09-02 07:51:42,2025-09-02 08:13:42,22,92,13.58,Ekipman arızası,0,0,0,11.71,1.78,0
4534,Eskişehir,Çifteler,ESK-ÇIF-FDR-003,ESK-ÇIF-TR-0116,Trafo,planned,CRM,2025-12-18 17:29:18,2025-12-19 03:06:18,577,431,2466.91,Trafo arızası,1,0,0,19.75,6.69,1
4535,Ankara,Keçiören,ANK-KEÇ-FDR-025,ANK-KEÇ-TR-0348,Fider,unplanned,OMS,2026-04-08 00:11:10,2026-04-08 01:56:10,105,1121,3386.57,Trafo arızası,0,0,0,22.31,8.53,1
4536,Eskişehir,Mahmudiye,ESK-MAH-FDR-049,ESK-MAH-TR-0128,Direk,unplanned,SCADA,2024-07-08 04:25:15,2024-07-08 04:32:15,7,276,40.13,Üçüncü şahıs müdahalesi,0,0,0,12.19,0.7,0
4537,Sivas,Gemerek,SIV-GEM-FDR-017,SIV-GEM-TR-0233,Dağıtım Merkezi,unplanned,SCADA,2024-01-10 22:39:03,2024-01-10 22:47:03,8,1534,139.86,Bakım çalışması,0,0,0,27.39,0.78,1
4538,Ankara,Pursaklar,ANK-PUR-FDR-009,ANK-PUR-TR-0376,Trafo,unplanned,Manual,2024-07-11 20:17:23,2024-07-11 22:24:23,127,1101,1658.64,Kuş / hayvan teması,0,0,0,17.82,1.01,1
4539,Kayseri,İncesu,KAY-INC-FDR-027,KAY-INC-TR-0287,Direk,unplanned,OMS,2024-08-10 03:58:11,2024-08-10 04:54:11,56,94,86.1,Bilinmeyen,0,0,0,8.02,4.03,0
4540,Sivas,Yıldızeli,SIV-YIL-FDR-017,SIV-YIL-TR-0041,Trafo,unplanned,SCADA,2025-03-25 16:04:33,2025-03-25 16:46:33,42,316,396.88,Bakım çalışması,0,0,0,11.27,2.89,0
4541,Kayseri,Kocasinan,KAY-KOC-FDR-008,KAY-KOC-TR-0484,Trafo,planned,Manual,2024-11-03 14:07:46,2024-11-03 17:30:46,203,156,372.87,Aşırı yüklenme,1,0,0,21.15,0.33,1
4542,Sivas,Şarkışla,SIV-SAR-FDR-045,SIV-SAR-TR-0361,Fider,planned,CRM,2025-04-29 18:05:05,2025-04-29 20:34:05,149,850,3459.95,Ağaç teması,1,0,0,14.97,0.23,1
4543,Konya,Karatay,KON-KAR-FDR-043,KON-KAR-TR-0002,Trafo,planned,Mobile,2025-05-04 02:56:16,2025-05-04 04:16:16,80,871,879.35,Ekipman arızası,1,0,0,18.26,2.72,0
4544,Kayseri,Yahyalı,KAY-YAH-FDR-027,KAY-YAH-TR-0001,Fider,unplanned,Manual,2025-11-30 17:28:09,2025-11-30 18:11:09,43,3397,3985.66,Bilinmeyen,0,0,0,20.56,6.46,1
4545,Sivas,Zara,SIV-ZAR-FDR-019,SIV-ZAR-TR-0339,Dağıtım Merkezi,unplanned,Mobile,2024-03-15 04:51:35,2024-03-15 06:15:35,84,3120,4442.26,Trafo arızası,0,0,0,11.78,0.32,1
4546,Sivas,Divriği,SIV-DIV-FDR-013,SIV-DIV-TR-0054,Ayırıcı,unplanned,SCADA,2026-03-28 23:50:37,2026-03-29 01:36:37,106,73,185.21,Aşırı yüklenme,0,0,0,13.73,1.16,0
4547,Kayseri,Bünyan,KAY-BÜN-FDR-009,KAY-BÜN-TR-0485,Direk,unplanned,CRM,2025-08-28 10:01:10,2025-08-28 10:48:10,47,186,65.02,Bakım çalışması,0,0,0,14.32,1.92,0
4548,Konya,Ilgın,KON-ILG-FDR-051,KON-ILG-TR-0028,Hücre,planned,Manual,2025-05-24 17:17:03,2025-05-24 21:04:03,227,593,1586.88,Kuş / hayvan teması,1,0,0,20.64,3.11,1
4549,Eskişehir,Alpu,ESK-ALP-FDR-017,ESK-ALP-TR-0133,Ayırıcı,unplanned,OSOS,2024-02-12 10:36:54,2024-02-12 11:41:54,65,416,660.34,Bakım çalışması,0,0,0,13.3,2.31,0
4550,Sivas,Hafik,SIV-HAF-FDR-015,SIV-HAF-TR-0127,Hücre,unplanned,SCADA,2026-03-26 23:13:01,2026-03-26 23:45:01,32,1076,941.9,Aşırı yüklenme,0,0,0,8.78,2.55,1
4551,Sivas,Şarkışla,SIV-SAR-FDR-040,SIV-SAR-TR-0148,Dağıtım Merkezi,planned,OMS,2024-12-21 08:46:01,2024-12-21 18:36:01,590,7460,120982.1,Hava muhalefeti,1,0,0,19.22,0.44,1
4552,Ankara,Mamak,ANK-MAM-FDR-054,ANK-MAM-TR-0198,Direk,planned,SCADA,2025-09-20 09:37:00,2025-09-20 14:58:00,321,6,33.52,Trafo arızası,1,0,0,3.08,2.75,1
4553,Ankara,Yenimahalle,ANK-YEN-FDR-015,ANK-YEN-TR-0482,Dağıtım Merkezi,unplanned,Mobile,2024-09-17 17:08:38,2024-09-17 18:41:38,93,6154,5291.25,Ekipman arızası,0,0,0,19.65,1.0,1
4554,Ankara,Pursaklar,ANK-PUR-FDR-016,ANK-PUR-TR-0045,Kablo,unplanned,Mobile,2024-03-11 15:22:00,2024-03-11 19:18:00,236,985,5319.41,Trafo arızası,0,0,0,13.75,0.85,1
4555,Ankara,Keçiören,ANK-KEÇ-FDR-019,ANK-KEÇ-TR-0209,Dağıtım Merkezi,unplanned,OMS,2024-02-11 13:46:04,2024-02-11 14:44:04,58,5090,2602.18,Bakım çalışması,0,0,0,0.0,1.25,1
4556,Ankara,Mamak,ANK-MAM-FDR-025,ANK-MAM-TR-0477,Ayırıcı,planned,Mobile,2025-05-15 09:28:22,2025-05-15 16:45:22,437,66,295.44,Bakım çalışması,1,0,0,15.11,0.09,1
4557,Kayseri,Melikgazi,KAY-MEL-FDR-034,KAY-MEL-TR-0205,Direk,planned,Mobile,2024-04-05 10:22:56,2024-04-05 22:15:56,713,91,818.28,Kablo arızası,1,0,0,15.21,1.53,1
4558,Eskişehir,Mahmudiye,ESK-MAH-FDR-038,ESK-MAH-TR-0418,Dağıtım Merkezi,planned,OMS,2025-04-11 12:30:11,2025-04-11 15:13:11,163,7702,8992.32,Bilinmeyen,1,0,0,11.39,1.83,1
4559,Sivas,Hafik,SIV-HAF-FDR-030,SIV-HAF-TR-0007,Direk,unplanned,Manual,2025-02-25 22:52:19,2025-02-26 00:49:19,117,36,81.52,Ekipman arızası,0,0,0,25.17,8.74,0
4560,Konya,Cihanbeyli,KON-CIH-FDR-052,KON-CIH-TR-0240,Fider,planned,SCADA,2024-06-14 11:29:26,2024-06-14 15:11:26,222,4198,16519.18,Bakım çalışması,1,0,0,15.95,0.72,1
4561,Ankara,Keçiören,ANK-KEÇ-FDR-031,ANK-KEÇ-TR-0161,Hücre,planned,OSOS,2025-11-21 12:44:58,2025-11-21 15:31:58,167,1848,7168.13,Kablo arızası,1,0,0,12.03,1.25,1
4562,Sivas,Zara,SIV-ZAR-FDR-034,SIV-ZAR-TR-0053,Ayırıcı,planned,SCADA,2024-11-02 10:47:03,2024-11-02 17:19:03,392,654,3890.54,Bakım çalışması,1,0,0,18.24,6.19,1
4563,Ankara,Keçiören,ANK-KEÇ-FDR-049,ANK-KEÇ-TR-0217,Trafo,planned,Manual,2025-11-18 03:59:38,2025-11-18 06:46:38,167,968,3302.34,Aşırı yüklenme,1,0,0,13.6,6.21,1
4564,Ankara,Çankaya,ANK-ÇAN-FDR-018,ANK-ÇAN-TR-0147,Fider,planned,OSOS,2025-03-07 21:47:02,2025-03-08 03:56:02,369,1054,8854.75,Bakım çalışması,1,0,0,28.2,1.6,1
4565,Kayseri,Kocasinan,KAY-KOC-FDR-029,KAY-KOC-TR-0144,Kablo,planned,Manual,2025-07-08 01:42:30,2025-07-08 08:21:30,399,1215,5874.67,Bakım çalışması,1,0,0,10.32,0.66,1
4566,Konya,Ereğli,KON-ERE-FDR-047,KON-ERE-TR-0209,Direk,planned,OMS,2024-12-28 09:48:45,2024-12-28 13:15:45,207,120,729.32,Kuş / hayvan teması,1,0,0,21.51,7.55,1
4567,Kayseri,Bünyan,KAY-BÜN-FDR-031,KAY-BÜN-TR-0398,Ayırıcı,unplanned,Manual,2024-09-08 06:47:50,2024-09-08 08:26:50,99,91,202.06,Hava muhalefeti,0,0,0,10.57,3.82,0
4568,Ankara,Yenimahalle,ANK-YEN-FDR-057,ANK-YEN-TR-0480,Kablo,unplanned,OSOS,2024-12-29 17:18:30,2024-12-29 18:19:30,61,42,65.8,Kablo arızası,0,0,0,17.68,2.15,0
4569,Ankara,Etimesgut,ANK-ETI-FDR-023,ANK-ETI-TR-0110,Dağıtım Merkezi,unplanned,OMS,2024-10-06 19:04:26,2024-10-06 19:44:26,40,3663,2149.58,Trafo arızası,0,0,0,12.29,2.33,1
4570,Eskişehir,Tepebaşı,ESK-TEP-FDR-030,ESK-TEP-TR-0111,Hücre,unplanned,OSOS,2026-01-11 23:03:30,2026-01-12 05:57:30,414,252,1764.64,Bakım çalışması,0,0,0,13.54,1.58,1
4571,Sivas,Zara,SIV-ZAR-FDR-032,SIV-ZAR-TR-0368,Kesici,unplanned,CRM,2025-10-26 05:02:11,2025-10-26 06:18:11,76,2007,4467.07,Aşırı yüklenme,0,0,0,17.89,0.65,1
4572,Konya,Ereğli,KON-ERE-FDR-043,KON-ERE-TR-0125,Dağıtım Merkezi,unplanned,CRM,2025-06-26 03:30:47,2025-06-26 05:30:47,120,12691,14099.33,Ekipman arızası,0,0,0,11.82,2.0,1
4573,Sivas,Suşehri,SIV-SUS-FDR-043,SIV-SUS-TR-0048,Dağıtım Merkezi,planned,Manual,2026-01-14 08:28:09,2026-01-14 13:36:09,308,5093,26493.2,Bilinmeyen,1,0,0,9.18,2.65,1
4574,Kayseri,Kocasinan,KAY-KOC-FDR-051,KAY-KOC-TR-0064,Direk,planned,Manual,2025-01-10 01:00:52,2025-01-10 06:38:52,338,65,571.49,Kablo arızası,1,0,0,11.16,1.42,1
4575,Eskişehir,Mahmudiye,ESK-MAH-FDR-001,ESK-MAH-TR-0188,Hücre,unplanned,SCADA,2025-08-29 15:31:34,2025-08-29 17:05:34,94,800,896.61,Bakım çalışması,0,0,0,6.86,0.59,0
4576,Kayseri,Yeşilhisar,KAY-YES-FDR-021,KAY-YES-TR-0237,Hücre,unplanned,OSOS,2024-06-06 07:33:00,2024-06-06 07:39:00,6,2046,131.74,Hava muhalefeti,0,0,0,18.35,0.47,1
4577,Sivas,Suşehri,SIV-SUS-FDR-022,SIV-SUS-TR-0013,Trafo,planned,Mobile,2024-07-02 23:51:03,2024-07-03 03:03:03,192,232,821.69,Kuş / hayvan teması,1,0,0,19.51,0.02,1
4578,Eskişehir,Mahmudiye,ESK-MAH-FDR-020,ESK-MAH-TR-0206,Kablo,planned,CRM,2024-10-19 00:19:45,2024-10-19 07:02:45,403,1161,8209.81,Kablo arızası,1,0,0,11.62,0.21,1
4579,Konya,Kulu,KON-KUL-FDR-019,KON-KUL-TR-0340,Hücre,planned,SCADA,2026-04-11 06:31:28,2026-04-11 13:34:28,423,273,3158.5,Kablo arızası,1,0,0,9.65,0.4,1
4580,Kayseri,Bünyan,KAY-BÜN-FDR-017,KAY-BÜN-TR-0339,Fider,planned,OSOS,2026-01-24 23:18:17,2026-01-25 05:30:17,372,2472,26024.12,Trafo arızası,1,0,0,21.76,0.33,1
4581,Konya,Ilgın,KON-ILG-FDR-048,KON-ILG-TR-0299,Dağıtım Merkezi,unplanned,Mobile,2024-06-02 21:05:08,2024-06-02 21:21:08,16,12292,4548.28,Bakım çalışması,0,0,0,10.35,1.46,1
4582,Konya,Beyşehir,KON-BEY-FDR-022,KON-BEY-TR-0013,Kesici,planned,Manual,2025-05-15 10:46:47,2025-05-15 21:34:47,648,388,6802.89,Hava muhalefeti,1,0,0,14.51,8.49,1
4583,Sivas,Suşehri,SIV-SUS-FDR-043,SIV-SUS-TR-0042,Fider,unplanned,SCADA,2025-08-27 23:00:28,2025-08-27 23:32:28,32,1215,513.9,Bakım çalışması,0,0,0,1.29,1.54,1
4584,Ankara,Çankaya,ANK-ÇAN-FDR-027,ANK-ÇAN-TR-0037,Kablo,planned,Mobile,2024-05-09 04:35:08,2024-05-09 08:02:08,207,267,1393.89,Bilinmeyen,1,0,0,10.59,1.51,1
4585,Sivas,Divriği,SIV-DIV-FDR-040,SIV-DIV-TR-0321,Direk,unplanned,CRM,2024-10-26 01:54:23,2024-10-26 06:52:23,298,131,904.3,Kablo arızası,0,0,0,8.45,0.38,1
4586,Sivas,Şarkışla,SIV-SAR-FDR-004,SIV-SAR-TR-0345,Trafo,unplanned,OSOS,2024-08-04 10:02:31,2024-08-04 11:19:31,77,40,27.84,Ekipman arızası,0,0,0,21.06,1.3,0
4587,Sivas,Gürün,SIV-GÜR-FDR-043,SIV-GÜR-TR-0498,Ayırıcı,unplanned,Manual,2024-08-05 09:01:48,2024-08-05 09:17:48,16,533,144.11,Hava muhalefeti,0,0,0,12.37,2.56,0
4588,Eskişehir,Mahmudiye,ESK-MAH-FDR-013,ESK-MAH-TR-0346,Dağıtım Merkezi,unplanned,Mobile,2024-03-20 14:08:28,2024-03-20 15:59:28,111,2263,6885.89,Bakım çalışması,0,0,0,15.43,0.5,1
4589,Konya,Meram,KON-MER-FDR-034,KON-MER-TR-0064,Direk,planned,OMS,2024-04-05 07:42:56,2024-04-05 22:59:56,917,64,1285.44,Hava muhalefeti,1,0,0,24.89,6.14,1
4590,Eskişehir,Mihalıççık,ESK-MIH-FDR-021,ESK-MIH-TR-0372,Dağıtım Merkezi,unplanned,CRM,2025-01-15 14:42:38,2025-01-15 14:49:38,7,14979,1571.57,Kablo arızası,0,0,0,9.0,11.41,1
4591,Eskişehir,Tepebaşı,ESK-TEP-FDR-036,ESK-TEP-TR-0070,Kesici,unplanned,SCADA,2024-08-03 03:45:41,2024-08-03 05:49:41,124,3057,4246.51,Hava muhalefeti,0,0,0,24.84,0.67,1
4592,Konya,Selçuklu,KON-SEL-FDR-047,KON-SEL-TR-0204,Ayırıcı,planned,SCADA,2025-09-29 22:32:26,2025-09-30 01:33:26,181,636,871.42,Ekipman arızası,1,0,0,6.45,1.51,1
4593,Kayseri,Kocasinan,KAY-KOC-FDR-041,KAY-KOC-TR-0322,Dağıtım Merkezi,unplanned,SCADA,2026-01-16 17:30:22,2026-01-16 20:00:22,150,5468,19044.49,Kablo arızası,0,0,0,21.55,0.55,1
4594,Konya,Selçuklu,KON-SEL-FDR-049,KON-SEL-TR-0060,Ayırıcı,unplanned,Mobile,2024-08-29 14:58:34,2024-08-29 15:03:34,5,185,7.22,Kablo arızası,0,0,0,17.91,0.8,0
4595,Eskişehir,Mahmudiye,ESK-MAH-FDR-021,ESK-MAH-TR-0468,Dağıtım Merkezi,unplanned,Manual,2025-01-05 20:43:01,2025-01-05 20:59:01,16,4147,1087.1,Bakım çalışması,0,0,0,15.34,1.75,1
4596,Sivas,Hafik,SIV-HAF-FDR-018,SIV-HAF-TR-0008,Dağıtım Merkezi,unplanned,Mobile,2024-04-12 17:02:35,2024-04-12 17:22:35,20,5943,3524.96,Trafo arızası,0,0,0,14.68,4.44,1
4597,Konya,Karatay,KON-KAR-FDR-047,KON-KAR-TR-0117,Trafo,planned,OMS,2024-12-16 00:50:36,2024-12-16 04:11:36,201,560,3349.72,Bilinmeyen,1,0,0,15.34,1.21,1
4598,Konya,Beyşehir,KON-BEY-FDR-052,KON-BEY-TR-0233,Kesici,planned,OMS,2024-08-05 08:17:49,2024-08-05 09:08:49,51,1410,1692.08,Ekipman arızası,1,0,0,17.24,2.8,1
4599,Ankara,Mamak,ANK-MAM-FDR-017,ANK-MAM-TR-0310,Ayırıcı,planned,Mobile,2025-08-14 03:20:49,2025-08-14 07:20:49,240,737,4141.95,Ekipman arızası,1,0,0,14.09,0.3,1
4600,Sivas,Hafik,SIV-HAF-FDR-012,SIV-HAF-TR-0465,Kesici,planned,OSOS,2025-05-13 11:12:20,2025-05-13 14:15:20,183,1554,2040.36,Ekipman arızası,1,0,0,17.44,2.56,1
4601,Sivas,Gemerek,SIV-GEM-FDR-034,SIV-GEM-TR-0143,Direk,planned,CRM,2025-02-03 15:27:36,2025-02-03 18:43:36,196,213,651.85,Ağaç teması,1,0,0,15.78,0.71,1
4602,Konya,Cihanbeyli,KON-CIH-FDR-056,KON-CIH-TR-0498,Dağıtım Merkezi,unplanned,Manual,2026-04-22 04:01:05,2026-04-22 05:40:05,99,2091,1580.85,Ağaç teması,0,0,0,14.76,0.62,1
4603,Ankara,Keçiören,ANK-KEÇ-FDR-028,ANK-KEÇ-TR-0132,Ayırıcı,planned,OSOS,2025-04-25 04:27:54,2025-04-25 11:43:54,436,65,752.13,Bakım çalışması,1,0,0,13.75,0.23,1
4604,Ankara,Polatlı,ANK-POL-FDR-031,ANK-POL-TR-0044,Fider,unplanned,CRM,2026-03-18 09:12:32,2026-03-18 13:12:32,240,5770,27605.0,Kablo arızası,0,0,0,3.78,5.0,1
4605,Kayseri,Bünyan,KAY-BÜN-FDR-045,KAY-BÜN-TR-0456,Fider,unplanned,OMS,2025-06-24 03:56:29,2025-06-24 05:32:29,96,5077,8148.12,Bakım çalışması,0,0,0,9.17,0.15,1
4606,Konya,Ilgın,KON-ILG-FDR-011,KON-ILG-TR-0473,Hücre,unplanned,Manual,2026-04-04 07:56:27,2026-04-04 08:01:27,5,363,50.08,Kuş / hayvan teması,0,0,1,13.77,21.85,0
4607,Kayseri,Tomarza,KAY-TOM-FDR-025,KAY-TOM-TR-0489,Kesici,unplanned,SCADA,2024-06-01 04:32:49,2024-06-01 06:22:49,110,923,1432.01,Trafo arızası,0,0,0,11.71,0.22,0
4608,Konya,Ilgın,KON-ILG-FDR-057,KON-ILG-TR-0371,Trafo,unplanned,Mobile,2024-09-18 10:38:09,2024-09-18 13:18:09,160,211,633.36,Aşırı yüklenme,0,0,0,21.1,1.28,0
4609,Eskişehir,İnönü,ESK-INÖ-FDR-021,ESK-INÖ-TR-0261,Ayırıcı,planned,OSOS,2024-02-04 22:23:18,2024-02-05 07:41:18,558,259,2017.41,Kablo arızası,1,0,0,9.86,1.87,1
4610,Kayseri,Kocasinan,KAY-KOC-FDR-023,KAY-KOC-TR-0337,Fider,planned,OSOS,2026-04-11 09:13:56,2026-04-11 10:06:56,53,2778,3216.39,Aşırı yüklenme,1,0,0,10.51,1.07,1
4611,Sivas,Hafik,SIV-HAF-FDR-030,SIV-HAF-TR-0497,Hücre,planned,OSOS,2026-01-30 17:33:29,2026-01-30 20:43:29,190,1897,3373.01,Aşırı yüklenme,1,0,0,23.53,3.28,1
4612,Sivas,Yıldızeli,SIV-YIL-FDR-049,SIV-YIL-TR-0178,Hücre,planned,Manual,2025-07-11 16:36:05,2025-07-11 18:36:05,120,741,643.89,Bakım çalışması,1,0,0,9.97,5.69,0
4613,Ankara,Polatlı,ANK-POL-FDR-018,ANK-POL-TR-0350,Direk,unplanned,OMS,2024-08-14 21:05:35,2024-08-15 03:18:35,373,91,975.43,Ekipman arızası,0,0,0,17.75,0.12,1
4614,Ankara,Keçiören,ANK-KEÇ-FDR-026,ANK-KEÇ-TR-0494,Hücre,unplanned,OMS,2024-04-10 00:39:20,2024-04-10 02:16:20,97,331,792.33,Bakım çalışması,0,0,0,21.4,2.96,0
4615,Eskişehir,Odunpazarı,ESK-ODU-FDR-023,ESK-ODU-TR-0202,Dağıtım Merkezi,unplanned,OSOS,2024-12-05 07:12:46,2024-12-05 07:19:46,7,11864,2251.69,Bilinmeyen,0,0,0,12.54,0.09,1
4616,Eskişehir,İnönü,ESK-INÖ-FDR-036,ESK-INÖ-TR-0150,Trafo,unplanned,OSOS,2024-06-10 16:07:15,2024-06-10 16:28:15,21,614,176.68,Ekipman arızası,0,0,0,4.62,0.67,0
4617,Konya,Ereğli,KON-ERE-FDR-024,KON-ERE-TR-0204,Fider,unplanned,SCADA,2024-11-19 02:35:20,2024-11-19 05:07:20,152,1160,2209.51,Hava muhalefeti,0,0,0,19.68,4.72,1
4618,Konya,Selçuklu,KON-SEL-FDR-041,KON-SEL-TR-0130,Kesici,unplanned,Manual,2026-02-28 09:42:28,2026-02-28 10:13:28,31,1167,907.0,Ekipman arızası,0,0,0,20.85,7.52,1
4619,Sivas,Suşehri,SIV-SUS-FDR-054,SIV-SUS-TR-0443,Hücre,unplanned,OSOS,2026-03-05 05:45:51,2026-03-05 12:08:51,383,2546,9671.65,Ekipman arızası,0,0,0,18.47,3.14,1
4620,Konya,Meram,KON-MER-FDR-034,KON-MER-TR-0269,Hücre,unplanned,OMS,2024-03-02 01:47:02,2024-03-02 02:21:02,34,1637,498.07,Üçüncü şahıs müdahalesi,0,0,0,20.32,3.03,1
4621,Konya,Meram,KON-MER-FDR-028,KON-MER-TR-0181,Hücre,planned,OSOS,2024-09-23 19:51:25,2024-09-24 03:25:25,454,1353,17887.88,Kablo arızası,1,0,0,12.46,8.24,1
4622,Kayseri,Yeşilhisar,KAY-YES-FDR-031,KAY-YES-TR-0069,Kesici,planned,OSOS,2025-06-26 01:15:58,2025-06-26 07:08:58,353,100,425.74,Aşırı yüklenme,1,0,0,14.41,1.54,1
4623,Ankara,Keçiören,ANK-KEÇ-FDR-009,ANK-KEÇ-TR-0279,Fider,planned,Manual,2025-11-28 18:59:02,2025-11-29 00:26:02,327,2538,11095.93,Ağaç teması,1,0,0,12.13,0.81,1
4624,Eskişehir,Alpu,ESK-ALP-FDR-011,ESK-ALP-TR-0251,Dağıtım Merkezi,unplanned,OMS,2024-04-17 17:43:57,2024-04-17 18:29:57,46,9072,2821.12,Bakım çalışması,0,0,0,18.77,0.12,1
4625,Sivas,Gemerek,SIV-GEM-FDR-011,SIV-GEM-TR-0320,Dağıtım Merkezi,unplanned,CRM,2024-11-21 04:47:01,2024-11-21 10:20:01,333,1059,5900.64,Bakım çalışması,0,0,0,14.17,1.65,1
4626,Kayseri,Bünyan,KAY-BÜN-FDR-002,KAY-BÜN-TR-0010,Trafo,unplanned,OMS,2025-05-30 18:29:16,2025-05-30 18:41:16,12,926,283.39,Kablo arızası,0,0,0,12.92,0.35,0
